indicator,survey_id,survey_mid_calendar_quarter,area_id,restype,sex,age_group,n_cluster,n_obs,est,se,ci_l,ci_u
prev,MWI2016PHIA,CY2016Q1,MWI_4_18,all,female,45-49,12,18,0.2572459282477729,0.10433252690920668,0.10616227569648709,0.5024726089745681
prev,MWI2016PHIA,CY2016Q1,MWI_4_18,all,female,50-54,14,24,0.3321353438823011,0.08930999545800503,0.18427233396326104,0.5226294869751092
prev,MWI2016PHIA,CY2016Q1,MWI_4_18,all,female,50-64,17,50,0.21793745748689405,0.0690486191454126,0.11187369624551367,0.3813765106430398
prev,MWI2016PHIA,CY2016Q1,MWI_4_18,all,female,55-59,12,17,0.10958095358723714,0.0753525390369449,0.026374034037117394,0.3586082218145426
prev,MWI2016PHIA,CY2016Q1,MWI_4_18,all,female,60-64,7,9,0.1631690827302134,0.14981690296268688,0.022198006420959825,0.6261264214130814
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,00-00,5,6,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,00-04,11,38,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,00-14,12,110,0.01795167241631517,0.017901352028400607,0.0024920496016888585,0.11797373033743709
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,00-64,14,427,0.07549453916709811,0.019046260911508135,0.04564900905925658,0.12235155107875682
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,01-04,11,32,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,05-09,12,32,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,10-14,11,40,0.05486552180861388,0.05183368798335774,0.008117444283502409,0.291668394714364
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,15-19,11,58,0.017586284173538948,0.017110942106227607,0.0025629802767581987,0.11088152541245287
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,15-24,13,117,0.025748239094758995,0.02073571807246389,0.005202353683535291,0.11782615837911573
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,15-49,14,275,0.1133223263253055,0.026212924370788395,0.07118992331723288,0.17567377246260166
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,15-64,14,317,0.13049820194889472,0.03087193505030521,0.08092697304414259,0.20370392082279073
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,20-24,13,59,0.03440082895123138,0.02592184373474212,0.007659165531460157,0.14122256039256167
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,25-29,12,44,0.1271885526374245,0.03747975216813857,0.0699295473571035,0.2202301413402881
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,25-34,13,90,0.14018815307760576,0.03381483939366755,0.08599289884075745,0.22030624768193674
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,30-34,11,46,0.1554031035201658,0.05490619532747898,0.07497015502317861,0.2946432880611592
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,35-39,13,29,0.2555960117666746,0.08171692956374603,0.1288951160817261,0.4434410654461772
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,35-49,13,68,0.25113171685938884,0.060448486190751674,0.15154104646051536,0.386367815181874
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,40-44,11,23,0.15782211575015231,0.08161268073204127,0.053252417854767246,0.3843663070346452
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,45-49,9,16,0.38148824247218255,0.11549426772426785,0.1911443911457541,0.6168310064051976
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,50-54,8,15,0.23478202827314332,0.1308474216307304,0.06856393501082783,0.561180522438265
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,50-64,12,42,0.2732138006757525,0.09326700697263145,0.13022521657789238,0.4855573958436508
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,55-59,8,12,0.32177836411179217,0.16391636108930346,0.09816987843916399,0.6740377343818674
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,both,60-64,8,15,0.26842944906665783,0.13498060643014193,0.08708097937276559,0.5853069037493241
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,00-00,1,1,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,00-04,10,20,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,00-14,12,55,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,00-64,13,174,0.04809873516399048,0.01722427504867631,0.023602016610775746,0.0955331146743011
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,01-04,10,19,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,05-09,7,21,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,10-14,9,14,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,15-19,9,24,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,15-24,12,45,0.027003473396042248,0.027987643548783425,0.0034285305203771176,0.18292705428195158
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,15-49,13,104,0.09147055943274938,0.03193800773557383,0.0452583352050683,0.17616251767169155
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,15-64,13,119,0.10023913277821943,0.03609917729741734,0.04838140502061833,0.19621955245495667
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,20-24,10,21,0.05460135628155705,0.05492008176338526,0.0071263016077339,0.3172833153746469
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,25-29,9,20,0.08076209971361067,0.04695858986396212,0.024800733362441478,0.23284681187888057
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,25-34,10,32,0.050478161301368875,0.031431059193114425,0.014490002809141124,0.16122587034845923
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,30-34,7,12,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,35-39,8,10,0.22259144162841848,0.1485242630687097,0.050552534583024174,0.6062583048494004
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,35-49,13,27,0.2805744479675961,0.07229933067960384,0.1619714368436421,0.4403859829114341
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,40-44,6,10,0.14715456790358455,0.10222816236830526,0.03377696709216622,0.45994252044498085
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,45-49,5,7,0.5415657860771613,0.16394186537481462,0.24460852234775912,0.811666094039263
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,50-54,3,4,0.644190325922277,0.28435612091451906,0.1372966889625184,0.9536962890325911
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,50-64,8,15,0.20410216618410665,0.12887751883142134,0.05137733033306457,0.5483766395201544
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,55-59,3,4,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,male,60-64,5,7,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,00-00,4,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,00-04,7,18,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,00-14,11,55,0.0358253264128713,0.03493495435426215,0.005092476657026267,0.21242840388171194
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,00-64,14,253,0.099667765765932545,0.027013994897582008,0.05781470974200727,0.16646586982970502
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,01-04,6,13,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,05-09,7,11,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,10-14,10,26,0.08207039712566717,0.07352940603176668,0.01302806545397888,0.3771762587680748
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,15-19,9,34,0.03121872317475217,0.028044771251940975,0.005207383224819407,0.16553821439524652
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,15-24,13,72,0.02474351199923078,0.01622558430636752,0.006746285600324619,0.08656787257378346
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,15-49,14,171,0.1315290492384164,0.028339179089954033,0.08519602566437645,0.1976165956444053
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,15-64,14,198,0.1542663381871353,0.03707969533786312,0.09461407546750693,0.24149643462564685
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,20-24,13,38,0.017674787393640003,0.016386090914444283,0.002821848746570917,0.10265843148902529
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,25-29,10,24,0.1853064396621699,0.07060473257663348,0.08336830294103631,0.36258436815239453
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,25-34,13,58,0.22287632916975755,0.043529806284309844,0.14911401057957602,0.31942881788282734
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,30-34,10,34,0.254907124393975,0.07170221476541147,0.1403319551479587,0.4175877972977092
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,35-39,11,19,0.2755225383567314,0.10770794559316352,0.11666863501810353,0.522684473667394
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,35-49,12,41,0.2279533415880749,0.08878693592015367,0.09897174784931632,0.44247932146260055
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,40-44,9,13,0.1673955552855651,0.10903204702477966,0.041587744443113535,0.4822760198250589
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,45-49,7,9,0.21858591797695523,0.1461523989004824,0.04968955949772842,0.5994422698160929
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,50-54,7,11,0.06584938731079937,0.061793596671575045,0.009745423938221625,0.33550937028402894
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,50-64,10,27,0.30556219030188075,0.10989002731444142,0.13752902872890782,0.5483652768432073
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,55-59,6,8,0.4296257433820757,0.19541127844311212,0.1363035515320043,0.7823783492735813
prev,MWI2016PHIA,CY2016Q1,MWI_4_19,all,female,60-64,5,8,0.45172499061958116,0.18184359659207203,0.1634545813481959,0.7764919390038372
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,00-00,9,11,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,00-04,13,61,0.018959974215461386,0.0184915693557513,0.0027462481416228564,0.11943445267655578
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,00-14,13,259,0.017258201927668505,0.008404677980158457,0.006604904484123532,0.04432784696768272
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,00-64,13,714,0.04178158593414484,0.00500183586842902,0.033006546475038166,0.05276224482278792
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,01-04,13,50,0.022953667090412497,0.022051673551020216,0.0034079283927330754,0.138969457733868
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,05-09,13,98,0.01761213656914968,0.016710904444165262,0.0026929849876121217,0.10636816895232566
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,10-14,13,100,0.015145378192393604,0.01406339496023961,0.0024171868864142506,0.08892219712745451
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,15-19,13,84,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,15-24,13,160,0.0038387595269314644,0.003583126403041991,6.137833738138942e-4,0.023608307110469788
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,15-49,13,399,0.06878785092812426,0.010107815443961868,0.05142994158178717,0.09143942468237824
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,15-64,13,455,0.07003460402579212,0.010734311333949254,0.05170123777396343,0.0942230749571399
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,20-24,13,76,0.008598961096619099,0.008173849366820056,0.0013227678011402746,0.05374557183191218
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,25-29,12,58,0.026768968618717283,0.01486844050739569,0.008907137916872105,0.0776437079689852
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,25-34,13,118,0.0753993904364477,0.025336644556378088,0.03846128243271808,0.14255335405526892
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,30-34,13,60,0.127973538261052,0.04467369135995694,0.06276129253761331,0.24335129346507556
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,35-39,13,40,0.1671153207585909,0.055633769877080776,0.08396808236025198,0.30516798930212496
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,35-49,13,121,0.16534027875258922,0.02517907666486847,0.1216795732333237,0.2207301260629253
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,40-44,13,50,0.18300049061098553,0.04660688775101279,0.10840617228263394,0.29210681579587444
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,45-49,11,31,0.1379527906233226,0.05815040537189866,0.05782434000179535,0.29441953576575947
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,50-54,10,24,0.16030238438682662,0.08270696094119187,0.0541534176013133,0.38895652658437924
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,50-64,11,56,0.0804490512914198,0.03382241656741355,0.0344775692214045,0.17651167469646334
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,55-59,8,19,0.039873533317063774,0.03705175065190895,0.006192227986088058,0.21679273261098483
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,both,60-64,8,13,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,00-00,4,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,00-04,12,31,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,00-14,13,126,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,00-64,13,325,0.03228357617290026,0.007131257896638774,0.020881918090905872,0.049595276924565085
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,01-04,12,26,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,05-09,12,46,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,10-14,12,49,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,15-19,12,43,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,15-24,12,78,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,15-49,13,170,0.0654618685040763,0.013188156038008079,0.04389345629039564,0.0965582546474911
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,15-64,13,199,0.06905707441049745,0.015009412149925575,0.04483654770928397,0.1049241824394547
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,20-24,12,35,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,25-29,11,19,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,25-34,12,40,0.06650338954484046,0.03359915300216488,0.024069376465806952,0.17066555612533127
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,30-34,9,21,0.13499538644475273,0.07264043624703687,0.04407721380058065,0.3456412667144931
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,35-39,9,14,0.16277830830482615,0.09368381222290047,0.04810654574790857,0.4279146247626275
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,35-49,13,52,0.1799785289987183,0.03605782799361676,0.11969248847994632,0.2616055187696078
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,40-44,12,20,0.1995866157226123,0.0857194515637141,0.0801319617161883,0.41648866990035543
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,45-49,9,18,0.17269371380870763,0.09138821302467154,0.05623379358424703,0.42239478942344993
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,50-54,6,9,0.2102271374120404,0.15799679378676929,0.039594292318893526,0.6321745788676373
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,50-64,9,29,0.09616575659814391,0.054947025678683245,0.029898102054791494,0.26863890628891257
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,55-59,7,12,0.06197960970828788,0.05824006065099573,0.009190369616227633,0.32004474058943677
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,male,60-64,5,8,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,00-00,6,6,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,00-04,12,30,0.04165173234380856,0.04102990396023195,0.005763193087188876,0.24577896914243605
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,00-14,13,133,0.03424782939380908,0.017328077882864626,0.01254118360431087,0.09009699041203488
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,00-64,13,389,0.05123075658866687,0.009929379453087568,0.034917970314860845,0.07457556370496184
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,01-04,9,24,0.05244183284583061,0.05125121148724589,0.007277532798596137,0.29469109476519173
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,05-09,11,52,0.035354507138887256,0.0331201730906443,0.00543348392916921,0.19734949736730736
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,10-14,13,51,0.027062768969318165,0.024831931278541372,0.0043614298589707634,0.15011021413676828
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,15-19,13,41,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,15-24,13,82,0.008418449591382786,0.007326904316571232,0.0015174720332081597,0.04527967475541584
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,15-49,13,229,0.0720613739592968,0.011901463138052034,0.051942012018074794,0.09915873466917016
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,15-64,13,256,0.0710189756511162,0.011366953527477429,0.051719004824348845,0.09678602576077025
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,20-24,13,41,0.020721626621287768,0.018305889094495337,0.0035980936933425003,0.11031480603198306
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,25-29,11,39,0.045929097966367335,0.026195813423028267,0.014696713593823213,0.13447561510733191
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,25-34,13,78,0.0820322639512988,0.028117963878796465,0.04121376475102528,0.15667175529123076
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,30-34,13,39,0.12250313380628408,0.03865315715644588,0.06454350059150417,0.22025545564783594
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,35-39,11,26,0.1701258575650155,0.06416983533143134,0.07758873890289682,0.3331655665971257
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,35-49,13,69,0.15121420096868887,0.02980563499000042,0.10153713572820101,0.21926441156073068
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,40-44,12,30,0.16952108293333715,0.03783596788831703,0.10757343800465193,0.2568739823600698
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,45-49,8,13,0.07503033329522252,0.06260724287133164,0.013654002655495916,0.32218194861220967
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,50-54,7,15,0.12033993098691921,0.08431098888127742,0.027916275421984323,0.39455670671039333
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,50-64,10,27,0.06127777903827737,0.04122703672212158,0.015768864034559606,0.21009028956649822
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,55-59,6,7,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_2,all,female,60-64,5,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,00-00,7,8,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,00-04,19,61,0.010368221403865152,0.010038594745678944,0.0015374036549961345,0.06654258395824104
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,00-14,20,171,0.023065086877309175,0.012910838242042833,0.007621697706545205,0.06766679705053595
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,00-64,21,641,0.08977986365763226,0.01086594715130801,0.07063765788942665,0.11347606107021559
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,01-04,18,53,0.011893350019061288,0.01157515997502005,0.0017431808534629273,0.07661004877022227
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,05-09,19,69,0.01246032668351379,0.011158265500375505,0.0021290094264805872,0.06943720801965982
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,10-14,18,41,0.0716782827344621,0.0508648029556266,0.016966147415824952,0.2567446684151499
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,15-19,17,77,0.035138627655902685,0.021108389682634517,0.010634646146953792,0.10983571278501619
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,15-24,20,164,0.04523452292350755,0.0176081674228863,0.020862989058834963,0.09530501099218389
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,15-49,20,416,0.1507555194247797,0.020819251512153233,0.11431473869944078,0.19623891790304787
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,15-64,21,470,0.1591631222939184,0.020974100217653478,0.1222131691538036,0.20467960600287652
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,20-24,18,87,0.056452456630081256,0.01945853026226808,0.02840854502364614,0.10907247922229753
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,25-29,16,74,0.13637127050212242,0.050581948374050015,0.06371306613962816,0.26815738540654865
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,25-34,19,135,0.15619186441325822,0.03630284339096266,0.0973777156583277,0.24104237542519405
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,30-34,17,61,0.18346301870985673,0.061082638037008224,0.0917682383812218,0.33316942924577336
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,35-39,19,52,0.27762991883013577,0.051814978773431664,0.1880654668680373,0.38939224839039727
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,35-49,20,117,0.32269101611678913,0.05040920016272195,0.2326371306469485,0.42815451140477234
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,40-44,16,32,0.310224685833548,0.08505773224460171,0.17105883618132198,0.49500102698766396
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,45-49,14,33,0.4049988191098274,0.10660320923574965,0.222400030308286,0.6183087842800524
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,50-54,15,26,0.23790034705326793,0.07895105993195062,0.11735526635393163,0.42293560806460606
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,50-64,17,54,0.23524348305376525,0.06169878231384418,0.13574217562733226,0.3759535879278515
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,55-59,11,12,0.38535538708518857,0.1300333594878043,0.1761154230214844,0.6477433133912773
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,both,60-64,6,16,0.10110779098564729,0.046692373825612594,0.03947123318745259,0.23540477743140092
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,00-00,3,3,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,00-04,12,26,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,00-14,19,81,0.028737281145210583,0.021061933583018926,0.006696925529363506,0.11492260803682257
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,00-64,21,263,0.07283953055902058,0.016516162247738414,0.046388778256059644,0.11259169797833676
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,01-04,11,23,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,05-09,16,35,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,10-14,17,20,0.14814412037299982,0.09736897446739316,0.0369171656190328,0.4410255999708357
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,15-19,15,43,0.01763372891723761,0.018157905547391617,0.00229527687744029,0.12285175869597004
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,15-24,17,73,0.04131360663815653,0.02406703258751877,0.012928063706891499,0.12418290929323994
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,15-49,20,158,0.10727570388241844,0.02729954750519191,0.06430913247063169,0.17362258420448184
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,15-64,21,182,0.12138394945587129,0.026568996775504544,0.07815648145793977,0.1837542534559217
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,20-24,16,30,0.07435706428109472,0.03827202616982974,0.026302093001931787,0.19282348671278005
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,25-29,13,21,0.08139311096102939,0.05263572687801396,0.021809634529156727,0.26042076140197806
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,25-34,16,41,0.11139936408306882,0.0533861728892233,0.04174409514983103,0.2651256406707137
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,30-34,12,20,0.15019965464399046,0.10636568126252535,0.033364539932973086,0.47508460297812377
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,35-39,12,22,0.15010142811734217,0.07701548565099238,0.05131715072198952,0.3657340317939994
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,35-49,15,44,0.24374390182075908,0.07370413716091517,0.12831506545772342,0.4137256923131086
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,40-44,8,12,0.26845669915940806,0.12374789747700574,0.09643489168603377,0.5578760476987491
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,45-49,7,10,0.42062570737842525,0.16917991975654384,0.156984129857421,0.7389330436279915
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,50-54,8,8,0.24030606577398977,0.15495166387326936,0.056541807928608946,0.6254080991273104
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,50-64,15,24,0.24425495083466542,0.08122079126989398,0.12005943620598575,0.43361534690987874
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,55-59,6,7,0.43076615381864414,0.16353820644710151,0.16996083395703426,0.7366158607188774
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,male,60-64,6,9,0.07964046117687482,0.07282415989406038,0.012194033002665253,0.3775536648719582
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,00-00,4,5,0,0,NA,NA
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,00-04,16,35,0.019355330995536775,0.0180994783849215,0.003035889410461982,0.11341993655238423
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,00-14,19,90,0.01769782630244998,0.01615060949446324,0.00290823064592791,0.10014483286534848
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,00-64,21,378,0.10498684993861868,0.01003286297377325,0.0868851833380926,0.12633802410724834
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,01-04,15,30,0.022597036729298803,0.020743872145038977,0.0036553317786629687,0.12716577603488521
prev,MWI2016PHIA,CY2016Q1,MWI_4_20,all,female,05-09,15,34,0.025689664901669913,0.02306544530768894,0.004313028290644989,0.13829909182523642
