indicator,survey_id,survey_mid_calendar_quarter,area_id,restype,sex,age_group,n_cluster,n_obs,est,se,ci_l,ci_u
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,35-49,37,68,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,40-44,21,25,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,45-49,14,16,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,50-54,6,11,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,50-64,16,24,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,55-59,8,9,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,both,60-64,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,00-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,00-14,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,00-64,35,46,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,01-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,15-19,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,15-24,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,15-49,29,33,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,15-64,35,45,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,20-24,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,25-29,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,25-34,7,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,30-34,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,35-39,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,35-49,21,22,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,40-44,10,10,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,45-49,8,8,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,50-54,5,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,50-64,10,12,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,55-59,3,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,male,60-64,2,2,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,00-14,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,00-64,44,90,0.008040770288018917,0.007733191189758204,0.0012106006130154702,0.05142253730061373
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,05-09,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,10-14,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,15-19,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,15-24,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,15-49,41,72,0.011161207668461489,0.010837971713987794,0.0016443390422526303,0.07179730271647342
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,15-64,44,84,0.009594141338400608,0.009120990561840733,0.001473975088342032,0.05977076553314431
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,20-24,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,25-29,8,9,0.08800797108886863,0.08634438947072087,0.011581670617731712,0.44281988946901996
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,25-34,18,22,0.03811947213591096,0.03674272009035651,0.005528967973683598,0.22026543034155355
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,30-34,13,13,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,35-39,20,23,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,35-49,30,46,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,40-44,13,15,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,45-49,8,8,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,50-54,4,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,50-64,10,12,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,55-59,5,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_2,all,female,60-64,2,2,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,00-04,2,2,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,00-14,16,17,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,00-64,117,555,0.01700338578973246,0.006841127403361295,0.007695428157570642,0.03714825346065324
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,01-04,2,2,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,05-09,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,10-14,9,9,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,15-19,9,12,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,15-24,41,54,0.03534227886424138,0.022160041880411176,0.010144382686474614,0.11580725888345027
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,15-49,111,450,0.011969242320797446,0.0061348396003187144,0.004363431091037956,0.03240115191080199
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,15-64,116,538,0.01813599343495218,0.007481072369015046,0.008042261516945039,0.040382496095170056
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,20-24,37,42,0.055953888269463556,0.03425608198358274,0.016355567755360994,0.17442315712323478
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,25-29,44,57,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,25-34,81,167,0.015048873652360253,0.014830253835376075,0.002145380428166787,0.09794344066076063
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,30-34,64,110,0.022166165025092107,0.02163792096124725,0.0031936262147796795,0.13822089060201415
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,35-39,60,90,0.00757273312651661,0.007563533197172536,0.0010603239487059165,0.052001545315947806
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,35-49,96,229,0.005144069771450647,0.003640199424240153,0.001280922701483049,0.020419903729573016
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,40-44,54,77,0.006957508539502534,0.006944787439506887,9.760313918402762e-4,0.047840284873064784
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,45-49,48,62,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,50-54,30,37,0.05389079340438526,0.05259397219740541,0.00748640566224306,0.300767705988465
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,50-64,54,88,0.04517100054858225,0.03153018991833875,0.011163389491215588,0.16544436287992179
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,55-59,30,41,0.04560503157661707,0.04500220570595067,0.006258520164519401,0.2660833690739003
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,both,60-64,9,10,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,00-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,00-14,8,9,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,00-64,93,184,0.007755234349403479,0.0045291310873649265,0.002459865174671138,0.0241737371221703
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,01-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,05-09,2,2,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,10-14,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,15-19,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,15-24,9,9,0.051493709246807365,0.05343559966175305,0.006319830230102383,0.3166663620198333
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,15-49,78,138,0.010536171120381604,0.006119029978446932,0.0033590026733999402,0.03254794951937587
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,15-64,90,175,0.008446134202717115,0.004916281812097439,0.002688370954793006,0.026211369898661067
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,20-24,6,6,0.0852877073098909,0.09071275270919663,0.009456182742530331,0.4766237590393409
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,25-29,11,11,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,25-34,34,43,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,30-34,25,32,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,35-39,24,28,0.016182416722190653,0.01636811536318789,0.002187995494931839,0.1098326727109854
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,35-49,57,86,0.011071516641546604,0.007850547370630833,0.0027385924045619185,0.04364987414015721
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,40-44,28,31,0.016349176194695957,0.016106603092344705,0.002328800392471699,0.10582483537012777
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,45-49,26,27,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,50-54,15,15,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,50-64,30,37,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,55-59,14,17,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,male,60-64,5,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,00-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,00-14,8,8,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,00-64,106,371,0.024206431067204694,0.01202621903541345,0.009062233912272285,0.0630483758664854
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,01-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,05-09,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,10-14,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,15-19,8,9,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,15-24,36,45,0.027828279686672883,0.020241342134584027,0.006561854034077227,0.11036082018050826
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,15-49,99,312,0.01301619543983792,0.009546262325356361,0.003064255428342999,0.053553322923801605
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,15-64,105,363,0.02541037176090721,0.012598127932553665,0.009528261295367808,0.06600139642496496
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,20-24,31,36,0.0431716073631512,0.031230637744073895,0.010148136817290026,0.16567197581652884
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,25-29,36,46,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,25-34,69,124,0.02471851672716283,0.023959030278375763,0.0036005349773583955,0.15093567487728127
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,30-34,50,78,0.04160803647354368,0.03926193486010675,0.00626366648933167,0.23019316431981848
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,35-39,48,62,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,35-49,78,143,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,40-44,32,46,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,45-49,30,35,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,50-54,18,22,0.1242493966151435,0.1140391668974408,0.01786442548644935,0.5253125774529287
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,50-64,39,51,0.0833367673606897,0.05643257218864673,0.020923708571689025,0.27889005720067844
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,55-59,23,24,0.0736094547051949,0.07138174979133895,0.01010876006972003,0.3820509229380034
recent,MWI2016PHIA,CY2016Q1,MWI_2_3,all,female,60-64,4,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,00-04,5,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,00-14,18,27,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,00-64,90,443,0.007463433133217564,0.004188539354017691,0.002476406752289442,0.022269206920037782
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,01-04,5,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,05-09,6,10,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,10-14,11,11,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,15-19,5,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,15-24,26,35,0.034126054845937864,0.0331836709669902,0.00488762633589299,0.20265289748154017
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,15-49,87,340,0.01069449106874149,0.006007186700218146,0.0035399232070599915,0.03184706528376429
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,15-64,89,416,0.008900593016554962,0.005001897498844343,0.0029469408552266698,0.026561870676686073
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,20-24,25,30,0.0414182147135164,0.0397642518394885,0.006031352394786137,0.2352799273717074
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,25-29,40,56,0.020996615172403796,0.021006482748038985,0.0028856539442942185,0.1371419341648252
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,25-34,66,122,0.01954467152047567,0.013727191860817637,0.00487215241344045,0.07507025476342402
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,30-34,47,66,0.018048565354316523,0.018022580607893263,0.002498431169038806,0.11885053349954748
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,35-39,50,70,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,35-49,74,183,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,40-44,38,66,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,45-49,37,47,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,50-54,29,40,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,50-64,43,76,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,55-59,16,18,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,both,60-64,14,18,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,00-04,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,00-14,11,12,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,00-64,64,142,0.005793785430556712,0.005766708226275669,8.184076151015697e-4,0.03981102378395961
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,01-04,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,05-09,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,10-14,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,15-19,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,15-24,7,8,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,15-49,56,100,0.009054753318267904,0.008928318735112696,0.001298009019017386,0.060363186518969804
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,15-64,60,130,0.007411733532226557,0.007337423041946621,0.0010561658560353107,0.05009456830449864
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,20-24,7,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,25-29,11,12,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,25-34,24,29,0.02875979339367015,0.027736648802486465,0.004211125501243681,0.17173427905992608
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,30-34,16,17,0.04774187050740686,0.04750613959086863,0.006425132079090585,0.2798990409242106
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,35-39,18,20,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,35-49,49,63,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,40-44,21,24,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,45-49,19,19,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,50-54,12,16,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,50-64,24,30,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,55-59,7,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,male,60-64,6,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,00-04,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,00-14,11,15,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,00-64,85,301,0.008570480978336775,0.00602427363850386,0.0021494082204312607,0.03352911488014243
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,01-04,3,3,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,05-09,5,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,10-14,5,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,15-19,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,15-24,23,27,0.046967193476441786,0.04474472083558026,0.0068991154000161035,0.2590406229541101
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,15-49,83,240,0.01163925123348054,0.008088292695191866,0.0029596716717894397,0.0446332407511083
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,15-64,85,286,0.009781295125161394,0.006834824622231527,0.002471301248118016,0.03789254412383796
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,20-24,21,23,0.05841829939453657,0.05468259255230514,0.00876325115669471,0.3033327644080914
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,25-29,34,44,0.027705586280129466,0.02765017570831718,0.0037967484318047555,0.17562957279133679
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,25-34,58,93,0.01542231433189935,0.015417463401791875,0.002136524857530315,0.10281241386254578
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,30-34,37,49,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,35-39,40,50,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,35-49,62,120,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,40-44,30,42,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,45-49,22,28,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,50-54,20,24,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,50-64,33,46,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,55-59,11,11,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_4,all,female,60-64,10,11,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,00-04,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,00-14,30,34,0.012155456529928423,0.01220892250734966,0.0016745153342664757,0.08279686581653313
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,00-64,125,992,0.009679221788590599,0.0030722344488374937,0.0051878720025251525,0.017988603405939548
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,01-04,6,6,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,05-09,13,13,0.031832299447697984,0.032899730494403014,0.004041001238820122,0.21038038590975427
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,10-14,14,15,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,15-19,25,27,0.06386248839946389,0.04435746086757598,0.015684902350662517,0.22603916294634865
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,15-24,63,101,0.03589037599542118,0.020993141176393143,0.011208143372691106,0.10893865015273019
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,15-49,122,838,0.008986818334937167,0.003245395774956377,0.004419997921832655,0.018185966951916172
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,15-64,125,958,0.009436925362816392,0.0031878960392635394,0.0048590175048594765,0.01824880200709872
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,20-24,49,74,0.0191374683738517,0.018771127791514436,0.002740862574308901,0.12165711985531433
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,25-29,67,126,0.006063571822713289,0.0060597676118071915,8.49461664617929e-4,0.04193919145979114
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,25-34,101,301,0.009154840951182476,0.004680681580511826,0.0033493853927703257,0.024772719317635215
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,30-34,88,175,0.011594969498054115,0.006869747313622612,0.0036101966829470964,0.036591337595962344
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,35-39,87,202,0.006092465644138402,0.004341936002251839,0.001501231718733933,0.024382245996447883
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,35-49,113,436,0.0025096155627402574,0.0017835778612848162,6.222418652494318e-4,0.010064089557320714
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,40-44,84,136,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,45-49,62,98,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,50-54,47,55,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,50-64,75,120,0.012852949694728255,0.01286787688274539,0.0017805783452953126,0.08679142520727302
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,55-59,25,30,0.05266520056114,0.051553459511697784,0.007282674357933381,0.2964109701450003
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,both,60-64,30,35,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,00-04,5,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,00-14,20,21,0.018755277813482747,0.019202879809431663,0.002466606471202731,0.12872816722315758
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,00-64,109,316,0.012770392249520016,0.005505753933181742,0.005466084805688625,0.02954544700895304
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,01-04,5,5,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,05-09,9,9,0.04125319352581578,0.044034138068025905,0.004830295117905422,0.2761197613687249
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,10-14,7,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,15-19,7,7,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,15-24,17,18,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,15-49,102,238,0.009081463583274716,0.004619914818609632,0.0033394433789597114,0.02445437451820417
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,15-64,108,295,0.011759657404511794,0.005596518047412666,0.004609050690168076,0.02967320179360277
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,20-24,11,11,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,25-29,20,22,0.023328915595844654,0.02384152603496959,0.0030628812056659026,0.15662186601411085
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,25-34,49,69,0.02316145964119592,0.013617724474321108,0.007235378642765943,0.07161429970750392
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,30-34,39,47,0.023069690573806305,0.01671520134021989,0.005488878974921237,0.09176567651225181
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,35-39,49,60,0.007736606763328791,0.007758314660017365,0.0010745122377496055,0.053492499945328106
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,35-49,87,151,0.002816119629624953,0.0028209510756309,3.941257160260354e-4,0.019826617685418466
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,40-44,41,47,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,45-49,37,44,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,50-54,24,25,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,50-64,48,57,0.027694224299717598,0.027443675552903612,0.0038493300934119086,0.17351846959285344
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,55-59,13,13,0.10995840588665336,0.10391139435173313,0.015184664175311613,0.49745904771247706
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,male,60-64,18,19,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,female,00-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,female,00-14,12,13,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,female,00-64,122,676,0.00762010551783449,0.0036980114861124127,0.0029359518307953904,0.01963043873789539
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,female,01-04,1,1,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,female,05-09,4,4,0,0,NA,NA
recent,MWI2016PHIA,CY2016Q1,MWI_2_5,all,female,10-14,7,8,0,0,NA,NA
