district32,year,quarter,anc_clients,anc_known_pos,anc_known_neg,anc_already_art,anc_tested,anc_tested_pos,births_facility
Nsanje,2012,3,3974,123,109,15,2952,201,2415
Nsanje,2012,4,3845,141,143,127,2605,174,2353
Nsanje,2013,1,3696,150,88,122,3148,210,2424
Nsanje,2013,2,3855,148,64,131,3023,187,2554
Nsanje,2013,3,3997,169,178,150,3222,215,2537
Nsanje,2013,4,3917,185,48,150,3361,178,2238
Nsanje,2014,1,3775,162,59,159,3209,172,2583
Nsanje,2014,2,3767,180,25,166,3124,201,2710
Nsanje,2014,3,4230,191,42,174,3779,243,2838
Nsanje,2014,4,2660,134,66,137,2354,127,1706
Nsanje,2015,1,3436,177,65,157,2958,150,2777
Nsanje,2015,2,4046,215,41,201,3597,184,3022
Nsanje,2015,3,4231,197,81,194,3786,195,2974
Nsanje,2015,4,3951,220,38,216,3547,172,2688
Nsanje,2016,1,4080,235,55,220,3588,171,2905
Nsanje,2016,2,3850,199,18,180,3540,149,2781
Nsanje,2016,3,4163,251,181,239,3595,171,2579
Nsanje,2016,4,3506,208,48,198,3156,131,2410
Nsanje,2017,1,4091,255,66,233,3696,165,3135
Nsanje,2017,2,3754,247,32,237,3449,193,3060
Nsanje,2017,3,3801,280,56,274,3429,130,2799
Nsanje,2017,4,3774,236,27,237,3525,138,2768
Nsanje,2018,1,4545,299,97,303,4137,147,3741
Nsanje,2018,2,4425,312,31,315,4058,135,3711
Nsanje,2018,3,4518,347,46,341,4119,137,3411
Nsanje,2018,4,4005,265,54,266,3389,91,3186
Nsanje,2019,1,4113,304,12,301,3794,93,3666
Nsanje,2019,2,4809,384,4,386,4373,130,3696
Nsanje,2019,3,4447,345,23,350,4047,109,3551
Nsanje,2019,4,4078,336,6,335,3725,72,3149
Nsanje,2020,1,4798,334,8,333,4438,86,4024
Nsanje,2020,2,4952,355,17,355,4536,99,3948
Nsanje,2020,3,4704,369,15,369,4425,81,3231
Nsanje,2020,4,3842,306,11,304,3524,60,3125
Nsanje,2021,1,3959,336,5,333,3716,76,3884
Nsanje,2021,2,4869,377,76,373,4401,94,3606
Nsanje,2021,3,4442,293,5,294,4133,61,2916
Nsanje,2021,4,4052,239,1,239,3811,56,2601
Nsanje,2022,1,4689,311,3,309,4355,60,3827
Ntcheu,2011,3,5448,81,144,0,3656,209,5162
Ntcheu,2011,4,6597,117,101,0,4826,230,4698
Ntcheu,2012,1,6443,125,125,0,3988,221,3795
Ntcheu,2012,2,5146,278,283,128,3088,224,4082
Ntcheu,2012,3,5542,123,172,106,4058,215,5304
Ntcheu,2012,4,6580,129,88,139,4726,274,5203
Ntcheu,2013,1,5808,161,106,124,4300,239,3882
Ntcheu,2013,2,5750,126,367,88,4018,197,3878
Ntcheu,2013,3,5507,110,183,86,4299,274,5628
Ntcheu,2013,4,6558,150,294,109,4657,227,5173
Ntcheu,2014,1,5584,169,194,142,4224,172,4397
Ntcheu,2014,2,5041,129,129,104,3962,138,4340
Ntcheu,2014,3,5407,127,180,110,4456,172,5389
Ntcheu,2014,4,7352,189,839,169,5429,180,5365
Ntcheu,2015,1,6874,193,350,165,5390,182,4449
Ntcheu,2015,2,5606,172,382,162,4236,163,4370
Ntcheu,2015,3,5411,184,182,175,4307,155,4981
Ntcheu,2015,4,5452,209,358,219,4273,141,4646
Ntcheu,2016,1,7853,196,373,178,4211,159,4535
Ntcheu,2016,2,5116,213,298,170,4387,156,4195
Ntcheu,2016,3,5122,215,313,185,4277,179,5003
Ntcheu,2016,4,6111,234,219,242,5550,227,5340
Ntcheu,2017,1,5415,215,88,215,4989,139,4720
Ntcheu,2017,2,5291,192,100,187,4728,140,4937
Ntcheu,2017,3,5972,230,369,228,5131,134,5744
Ntcheu,2017,4,6006,226,67,223,5431,126,5799
Ntcheu,2018,1,6205,262,162,260,5565,107,5754
Ntcheu,2018,2,6023,218,24,219,5580,107,4819
Ntcheu,2018,3,6685,249,55,248,6216,131,4774
Ntcheu,2018,4,5881,238,104,237,5368,110,4709
Ntcheu,2019,1,5649,290,90,290,5157,90,4186
Ntcheu,2019,2,5097,216,26,217,4739,76,4350
Ntcheu,2019,3,5920,242,140,252,5393,90,5282
Ntcheu,2019,4,5772,269,26,271,5388,56,4899
Ntcheu,2020,1,6058,322,11,323,5666,86,4317
Ntcheu,2020,2,5377,221,97,211,5006,85,4386
Ntcheu,2020,3,5918,265,26,265,5568,63,5054
Ntcheu,2020,4,5631,284,50,285,5228,70,4618
Ntcheu,2021,1,5396,278,29,278,5042,85,3978
Ntcheu,2021,2,5265,236,0,236,4629,78,3890
Ntcheu,2021,3,5350,208,8,208,5083,76,4496
Ntcheu,2021,4,5464,242,78,242,5092,74,4591
Ntcheu,2022,1,5542,193,15,193,5243,61,4597
Ntchisi,2011,3,2638,21,142,0,1874,28,1914
Ntchisi,2011,4,2832,28,49,0,2175,31,2115
Ntchisi,2012,1,2776,28,16,0,2394,20,1683
Ntchisi,2012,2,2496,28,79,3,1612,27,1455
Ntchisi,2012,3,2427,27,120,33,1759,27,1995
Ntchisi,2012,4,2716,17,41,25,2215,33,2083
Ntchisi,2013,1,2772,27,33,19,2294,26,1924
Ntchisi,2013,2,2739,20,7,19,2405,31,1829
Ntchisi,2013,3,2574,11,78,14,2349,20,2366
Ntchisi,2013,4,2796,21,35,15,2250,30,2652
Ntchisi,2014,1,3119,26,40,13,2616,34,2170
Ntchisi,2014,2,2421,24,73,15,1992,13,2024
Ntchisi,2014,3,2705,23,32,21,2354,20,2407
Ntchisi,2014,4,2819,26,76,22,2444,22,2785
Ntchisi,2015,1,3046,42,129,32,2431,30,2556
Ntchisi,2015,2,2940,49,189,31,2516,27,2407
Ntchisi,2015,3,3987,48,328,38,2922,56,2294
Ntchisi,2015,4,3087,93,143,41,2669,45,2411
Ntchisi,2016,1,2108,18,11,18,2049,15,2261
Ntchisi,2016,2,3091,44,235,30,2681,50,1963
Ntchisi,2016,3,3092,31,300,31,2616,50,2245
Ntchisi,2016,4,3013,50,258,60,2536,32,2534
Ntchisi,2017,1,2875,36,279,44,2506,26,2389
Ntchisi,2017,2,3116,38,322,43,2655,35,2184
Ntchisi,2017,3,2515,23,173,24,2283,26,2503
Ntchisi,2017,4,2460,22,304,18,2060,18,2578
Ntchisi,2018,1,2994,45,270,47,2654,31,2657
Ntchisi,2018,2,3739,48,604,49,2985,25,2545
Ntchisi,2018,3,3167,55,359,55,2737,16,2370
Ntchisi,2018,4,2189,33,159,30,1939,11,2340
Ntchisi,2019,1,2732,22,2,22,2660,23,2400
Ntchisi,2019,2,2729,43,0,42,2651,11,2477
Ntchisi,2019,3,2628,33,0,33,2576,15,2541
Ntchisi,2019,4,2516,31,2,31,2533,13,2622
Ntchisi,2020,1,2957,31,65,31,2843,15,2584
Ntchisi,2020,2,2852,39,8,36,2749,20,2499
Ntchisi,2020,3,2733,32,86,29,2591,9,2613
Ntchisi,2020,4,2588,37,0,38,2517,8,2563
Ntchisi,2021,1,2845,51,54,51,2688,10,2439
Ntchisi,2021,2,2544,30,8,30,2469,12,2051
Ntchisi,2021,3,2340,26,1,26,2298,10,2296
Ntchisi,2021,4,2346,37,0,35,2280,10,2458
Ntchisi,2022,1,2569,28,0,28,2510,4,2416
Phalombe,2011,3,5160,145,137,0,3343,379,2997
Phalombe,2011,4,5255,199,369,0,3515,382,3123
Phalombe,2012,1,5134,151,260,0,2899,334,2930
Phalombe,2012,2,4062,141,89,177,1477,185,2795
Phalombe,2012,3,4788,149,128,138,2680,257,3398
Phalombe,2012,4,4869,185,134,171,3043,272,3220
Phalombe,2013,1,4853,166,171,148,3159,262,2952
Phalombe,2013,2,4009,123,149,106,2893,197,2988
Phalombe,2013,3,5268,178,228,150,3308,249,3046
Phalombe,2013,4,4331,259,180,233,3083,246,2982
Phalombe,2014,1,4535,231,339,231,2942,156,2965
Phalombe,2014,2,3715,180,122,160,2831,175,2842
Phalombe,2014,3,4335,273,182,263,3318,210,3081
Phalombe,2014,4,4051,287,226,298,3137,174,3570
Phalombe,2015,1,4594,322,120,297,3643,197,3098
Phalombe,2015,2,4215,278,170,261,3153,171,3372
Phalombe,2015,3,4351,317,184,293,3429,207,3594
Phalombe,2015,4,4178,316,135,312,3454,221,3397
Phalombe,2016,1,4507,388,121,388,3828,186,3438
Phalombe,2016,2,4021,316,100,305,3416,155,3133
Phalombe,2016,3,3961,300,95,283,3440,161,3290
Phalombe,2016,4,4346,321,110,319,3709,199,3034
Phalombe,2017,1,4256,351,169,354,3668,173,3604
Phalombe,2017,2,3957,360,90,352,3494,159,3443
Phalombe,2017,3,4484,350,125,348,3973,156,3460
Phalombe,2017,4,4133,330,153,329,3555,141,3697
Phalombe,2018,1,4488,425,180,423,3833,141,3738
Phalombe,2018,2,4247,385,85,371,3753,137,3913
Phalombe,2018,3,5000,415,251,412,4300,160,3990
Phalombe,2018,4,4470,360,199,346,3877,108,3890
Phalombe,2019,1,4344,431,115,428,3770,117,3761
Phalombe,2019,2,4159,385,21,385,3710,101,3626
Phalombe,2019,3,4048,351,21,350,3608,77,4093
Phalombe,2019,4,4890,429,134,415,4228,116,4740
Phalombe,2020,1,5167,478,125,461,4541,107,3994
Phalombe,2020,2,4171,357,20,349,3993,69,3928
Phalombe,2020,3,4756,367,44,387,4358,111,3782
Phalombe,2020,4,4397,381,0,376,3997,60,3589
Phalombe,2021,1,4480,368,62,365,4046,79,3741
Phalombe,2021,2,4442,351,1,475,4088,169,3145
Phalombe,2021,3,4067,313,1,301,3748,66,3330
Phalombe,2021,4,4239,295,8,297,3927,54,3760
Phalombe,2022,1,4577,314,1,314,4256,39,4042
Rumphi,2011,3,2408,37,118,0,1773,61,1961
Rumphi,2011,4,2323,44,198,0,1758,100,1739
Rumphi,2012,1,2210,59,152,0,1766,44,1702
Rumphi,2012,2,1883,35,149,28,1283,42,1523
Rumphi,2012,3,1959,31,105,24,1466,39,1831
Rumphi,2012,4,2112,30,80,26,1580,47,2016
Rumphi,2013,1,2393,47,162,36,1817,44,1906
Rumphi,2013,2,2417,30,121,30,1995,48,1865
Rumphi,2013,3,2302,34,139,24,1695,68,1880
Rumphi,2013,4,2178,47,105,36,1658,39,1968
Rumphi,2014,1,2241,48,108,43,1804,41,1833
Rumphi,2014,2,2132,51,94,33,1657,60,1787
Rumphi,2014,3,2216,45,83,45,1933,40,1910
Rumphi,2014,4,1940,30,121,30,1582,41,2025
Rumphi,2015,1,2249,53,113,52,1964,44,1894
Rumphi,2015,2,2061,57,170,53,1800,46,1970
Rumphi,2015,3,2325,49,56,44,2189,39,2031
Rumphi,2015,4,1847,44,12,43,1752,29,2009
Rumphi,2016,1,1808,44,86,42,1652,33,1744
Rumphi,2016,2,1839,38,33,38,1719,38,1814
Rumphi,2016,3,1867,51,37,49,1757,34,1834
Rumphi,2016,4,2008,58,41,55,1883,38,1857
Rumphi,2017,1,1916,72,143,69,1679,38,1904
Rumphi,2017,2,1978,56,19,53,1889,30,1816
Rumphi,2017,3,1997,53,27,52,1882,33,1575
Rumphi,2017,4,1954,57,29,56,1818,30,1577
Rumphi,2018,1,2059,61,72,61,1787,23,1913
Rumphi,2018,2,1882,72,17,64,1766,30,1716
Rumphi,2018,3,1983,51,56,50,1847,23,1965
Rumphi,2018,4,1874,74,42,72,1726,31,1996
Rumphi,2019,1,1772,89,37,63,1769,24,2030
Rumphi,2019,2,1732,59,45,59,1648,27,1918
Rumphi,2019,3,1976,59,13,59,1887,28,2106
Rumphi,2019,4,1920,69,11,67,1824,28,2099
Rumphi,2020,1,1735,61,5,63,1752,25,1932
Rumphi,2020,2,1738,59,1,60,1644,16,1780
Rumphi,2020,3,1954,56,143,55,1753,28,1962
Rumphi,2020,4,1787,58,5,56,1702,19,1936
Rumphi,2021,1,1795,64,0,64,1700,22,1867
Rumphi,2021,2,1801,57,4,57,1698,19,1897
Rumphi,2021,3,1801,50,0,50,1789,26,2018
Rumphi,2021,4,1860,55,31,55,1750,23,1820
Rumphi,2022,1,1602,46,0,46,1530,13,1769
Salima,2011,3,5291,117,323,0,3580,159,3688
Salima,2011,4,4880,100,64,0,3800,159,3458
Salima,2012,1,4798,116,220,0,3484,144,2984
Salima,2012,2,4103,72,68,76,3095,140,3056
Salima,2012,3,4194,88,77,24,3308,118,3204
Salima,2012,4,5284,98,53,101,2976,122,3409
Salima,2013,1,4430,120,37,104,3548,123,3347
Salima,2013,2,3888,93,330,72,2548,102,3427
Salima,2013,3,4731,86,31,82,3635,101,3744
Salima,2013,4,4432,110,294,106,3176,131,3600
Salima,2014,1,4506,135,83,119,3311,113,3604
Salima,2014,2,3363,92,43,78,2560,72,3357
Salima,2014,3,4820,153,140,136,4060,130,4069
Salima,2014,4,4698,151,94,130,4093,141,3820
Salima,2015,1,4589,158,85,138,4028,125,3581
Salima,2015,2,4957,221,844,99,3670,111,3676
Salima,2015,3,4753,134,261,104,4099,95,3856
Salima,2015,4,3346,99,32,97,3116,73,3570
Salima,2016,1,3849,152,133,127,3423,95,3667
Salima,2016,2,3788,138,96,116,3387,92,3707
Salima,2016,3,4331,150,135,116,3886,85,3439
Salima,2016,4,4057,123,84,101,3680,86,3556
Salima,2017,1,4235,164,122,163,3800,87,3945
Salima,2017,2,7209,312,232,142,6472,218,4257
Salima,2017,3,4394,139,90,125,4107,86,4262
Salima,2017,4,4833,150,84,149,4545,97,4307
Salima,2018,1,5453,161,165,159,5081,85,4263
Salima,2018,2,4714,181,161,181,4343,84,4542
Salima,2018,3,5303,224,66,225,4971,80,4154
Salima,2018,4,5056,219,367,242,4419,77,3915
Salima,2019,1,6465,236,22,231,6176,77,3910
Salima,2019,2,4112,132,46,197,3346,97,4499
Salima,2019,3,5588,223,471,266,4266,115,4447
Salima,2019,4,4871,187,232,183,4268,35,4336
Salima,2020,1,5488,205,499,208,4421,112,4102
Salima,2020,2,5400,200,241,197,4810,81,4451
Salima,2020,3,5074,186,249,199,4607,64,3820
Salima,2020,4,3994,199,28,197,3718,45,3848
Salima,2021,1,4454,174,32,179,4265,50,4035
Salima,2021,2,4748,193,16,195,4542,66,4256
Salima,2021,3,5026,178,19,174,4699,66,3833
Salima,2021,4,5086,161,6,162,4454,35,4174
Salima,2022,1,4720,135,1,136,4622,48,4542
Thyolo,2011,3,7104,300,355,0,5283,451,4940
Thyolo,2011,4,5324,264,240,0,4131,419,5073
Thyolo,2012,1,5814,348,426,0,4448,397,4794
Thyolo,2012,2,5973,282,502,303,4439,439,5059
Thyolo,2012,3,6374,297,399,281,5219,408,5141
Thyolo,2012,4,6041,316,471,286,4235,408,5013
Thyolo,2013,1,5502,290,140,252,4588,340,4341
Thyolo,2013,2,5190,263,367,214,4107,307,4896
Thyolo,2013,3,6117,321,249,256,4959,340,5225
Thyolo,2013,4,6094,385,238,372,4783,344,5138
Thyolo,2014,1,6150,435,155,429,4910,350,4878
Thyolo,2014,2,5333,304,319,302,3947,289,4614
Thyolo,2014,3,5627,369,271,368,4494,263,4764
Thyolo,2014,4,5478,373,358,367,4259,305,4299
Thyolo,2015,1,6838,446,551,387,4585,341,4674
Thyolo,2015,2,6572,501,716,292,4923,356,4976
Thyolo,2015,3,6765,472,808,295,5064,346,4834
Thyolo,2015,4,4584,304,239,291,3624,197,4311
Thyolo,2016,1,6813,557,650,350,5344,341,4371
Thyolo,2016,2,6581,440,548,267,4927,320,4180
Thyolo,2016,3,6559,521,673,302,5266,341,4516
Thyolo,2016,4,6498,587,577,575,5270,308,4305
Thyolo,2017,1,5237,425,490,353,4256,208,4190
Thyolo,2017,2,6745,614,510,610,5522,270,5403
Thyolo,2017,3,6009,503,403,389,5073,206,4108
Thyolo,2017,4,5154,462,393,391,4248,181,4927
Thyolo,2018,1,5377,482,332,477,4523,193,4908
Thyolo,2018,2,5247,444,308,364,4389,192,4731
Thyolo,2018,3,5492,468,167,434,4826,183,5315
Thyolo,2018,4,5340,491,292,480,4505,179,4801
Thyolo,2019,1,4599,383,155,369,4041,127,5347
Thyolo,2019,2,4643,342,50,340,4209,130,5459
Thyolo,2019,3,5109,392,5,382,4661,114,5989
Thyolo,2019,4,6831,654,12,650,6129,171,5951
Thyolo,2020,1,6912,603,97,600,6252,117,5438
Thyolo,2020,2,8195,738,614,737,6842,179,5481
Thyolo,2020,3,6324,518,506,518,5292,124,5100
Thyolo,2020,4,5912,470,758,469,4681,93,4803
Thyolo,2021,1,5870,459,0,463,5472,119,4826
Thyolo,2021,2,6077,470,41,470,5597,115,4957
Thyolo,2021,3,6455,406,11,407,5987,88,5109
Thyolo,2021,4,5383,390,15,381,4948,122,4985
Thyolo,2022,1,5394,433,11,431,4943,85,5262
Zomba,2011,3,7847,188,263,0,4390,410,5175
Zomba,2011,4,7767,187,189,0,5880,437,5435
Zomba,2012,1,7856,175,351,0,6108,519,4952
Zomba,2012,2,6687,318,126,252,4656,330,4746
Zomba,2012,3,7112,155,216,134,5089,341,5904
Zomba,2012,4,6707,180,268,185,3909,306,4953
Zomba,2013,1,7436,223,126,183,4829,338,4822
Zomba,2013,2,6756,154,223,112,4036,279,4787
Zomba,2013,3,6925,200,103,188,5239,339,5758
Zomba,2013,4,7450,243,249,222,5230,380,5214
Zomba,2014,1,7449,240,255,213,4941,416,4863
Zomba,2014,2,6798,200,180,187,4782,327,4673
Zomba,2014,3,6719,225,78,216,5420,353,5521
Zomba,2014,4,6887,299,110,283,5464,357,5587
Zomba,2015,1,7490,301,100,300,5992,358,5376
Zomba,2015,2,7190,259,115,267,6002,369,5096
Zomba,2015,3,7519,291,191,279,5655,344,5676
Zomba,2015,4,7384,376,185,386,5853,354,5498
Zomba,2016,1,7427,385,222,380,6252,328,5015
Zomba,2016,2,6380,347,164,338,5313,297,4595
Zomba,2016,3,6840,318,129,305,5623,319,4868
Zomba,2016,4,6645,364,54,332,6047,368,4564
Zomba,2017,1,6546,414,70,410,5962,309,5167
Zomba,2017,2,6416,348,141,350,5869,302,5180
Zomba,2017,3,6891,382,143,386,6263,262,5198
Zomba,2017,4,6187,413,61,401,5625,247,5240
Zomba,2018,1,6986,408,72,381,6462,218,5334
Zomba,2018,2,6881,476,73,476,6306,199,5478
Zomba,2018,3,7467,473,180,473,6776,228,5461
Zomba,2018,4,7239,482,150,474,6549,183,5329
Zomba,2019,1,6713,453,82,449,6053,142,5049
Zomba,2019,2,6343,382,105,377,5796,169,5126
Zomba,2019,3,7122,404,193,398,6338,182,5719
Zomba,2019,4,6881,437,19,437,6577,177,5678
Zomba,2020,1,7288,571,46,571,6701,156,5483
Zomba,2020,2,8939,514,35,504,6521,124,5283
Zomba,2020,3,7123,462,94,464,6618,132,5263
Zomba,2020,4,6550,478,110,459,5925,125,4811
Zomba,2021,1,6796,459,25,533,6346,219,5099
Zomba,2021,2,6887,390,20,391,6472,106,4475
Zomba,2021,3,6446,398,103,395,6184,65,4728
Zomba,2021,4,6619,394,20,394,6178,123,4745
Zomba,2022,1,6514,400,3,397,6259,72,5136
Zomba City,2011,3,1318,62,17,0,1069,146,1509
Zomba City,2011,4,1222,63,33,0,1092,116,1364
Zomba City,2012,1,1235,85,26,0,1094,123,1405
Zomba City,2012,2,980,32,7,125,815,105,1438
Zomba City,2012,3,1103,54,9,51,1019,118,1600
Zomba City,2012,4,1042,75,21,76,833,90,1761
Zomba City,2013,1,1030,73,98,68,779,66,1396
Zomba City,2013,2,1053,58,39,50,940,81,1413
Zomba City,2013,3,1036,52,36,49,926,106,2027
Zomba City,2013,4,948,53,31,49,831,77,1710
Zomba City,2014,1,872,67,45,41,728,74,1456
Zomba City,2014,2,637,45,17,42,503,34,1416
Zomba City,2014,3,853,67,44,60,679,70,1489
Zomba City,2014,4,667,57,47,60,493,44,1470
Zomba City,2015,1,762,70,13,67,600,53,1342
Zomba City,2015,2,754,63,36,63,607,48,1397
Zomba City,2015,3,755,92,28,88,576,40,1452
Zomba City,2015,4,621,60,14,61,510,32,1419
Zomba City,2016,1,749,66,11,66,650,39,1296
Zomba City,2016,2,718,56,14,56,625,55,1325
Zomba City,2016,3,749,61,9,54,676,46,1542
Zomba City,2016,4,666,57,2,57,617,46,1233
Zomba City,2017,1,680,81,3,83,593,44,1289
Zomba City,2017,2,801,90,4,89,699,42,1107
Zomba City,2017,3,797,90,31,87,664,31,1294
Zomba City,2017,4,754,81,17,78,652,37,1426
Zomba City,2018,1,811,109,21,111,673,30,1694
Zomba City,2018,2,883,107,15,107,733,41,1553
Zomba City,2018,3,1032,134,13,134,882,36,1792
Zomba City,2018,4,893,105,195,100,589,34,1847
Zomba City,2019,1,899,81,39,81,723,37,1068
Zomba City,2019,2,976,93,19,93,847,37,1898
Zomba City,2019,3,732,86,4,84,640,27,2162
Zomba City,2019,4,1015,106,3,106,906,30,2062
Zomba City,2020,1,961,109,5,109,845,28,2104
Zomba City,2020,2,1013,139,4,139,867,25,2204
Zomba City,2020,3,1075,111,3,111,961,14,2096
Zomba City,2020,4,880,112,8,112,757,24,2105
Zomba City,2021,1,901,115,7,115,775,13,2124
Zomba City,2021,2,840,79,2,79,759,11,1822
Zomba City,2021,3,851,94,0,94,761,19,2199
Zomba City,2021,4,853,85,4,85,807,28,2097
Zomba City,2022,1,1080,92,0,92,969,17,2112
